date,price,log_return
2021-02-22,38.26,0.014744869558141804
2021-02-23,38.97,0.018387155338511096
2021-02-24,39.45,0.012241927941265551
2021-02-25,38.57,-0.02255927507174693
2021-02-26,37.6,-0.02547072182428778
2021-03-01,37.45,-0.003997340432620344
2021-03-02,38.69,0.03257445874919318
2021-03-03,37.82,-0.022743105482109893
2021-03-04,38.51,0.018079884596506002
2021-03-05,39.36,0.021832124357235028
2021-03-08,39.47,0.0027908174907032013
2021-03-09,40.98,0.03754325313599782
2021-03-10,41.87,0.021485437220298387
2021-03-11,42.27,0.009508034547646371
2021-03-12,43.19,0.02153137239391123
2021-03-15,42.73,-0.01070773731667618
2021-03-16,41.96,-0.018184466127836973
2021-03-17,43.34,0.03235921258011665
2021-03-18,42.74,-0.01394074621721142
2021-03-19,42.31,-0.010111785159025555
2021-03-22,43.18,0.020353960354685174
2021-03-23,41.78,-0.03295966895824165
2021-03-24,41.96,0.0042990273996768025
2021-03-25,40.71,-0.03024302101320897
2021-03-26,42.09,0.03333642026759165
2021-03-29,42.2,0.002610038259486913
2021-03-30,42.4,0.004728141195946112
2021-03-31,42.89,0.011490336290876701
2021-04-01,42.81,-0.0018669783719342803
2021-04-05,42.81,0.0
2021-04-06,44.6,0.04096213886916367
2021-04-07,44.23,-0.008330567145783174
2021-04-08,43.85,-0.00862857306204301
2021-04-09,44.03,0.00409650094947045
2021-04-12,44.86,0.018675309324399425
2021-04-13,44.24,-0.013917171877982693
2021-04-14,44.2,-0.0009045681304269415
2021-04-15,44.55,0.007887364833165655
2021-04-16,44.8,0.005595985504121437
2021-04-19,44.74,-0.0013401833589559153
2021-04-20,45.29,0.012218301506139007
2021-04-21,46.32,0.022487575696617412
2021-04-22,47.51,0.025366381934090132
2021-04-23,47.38,-0.0027400164681905537
2021-04-26,47.67,0.0061020704860945685
2021-04-27,47.78,0.002304872680929382
2021-04-28,48.28,0.01041025433166709
2021-04-29,48.51,0.004752566027794725
2021-04-30,49.31,0.016356937978909247
2021-05-03,49.9,0.011894102521438299
2021-05-04,49.06,-0.016976963927129773
2021-05-05,49.91,0.017177344651174487
2021-05-06,50.41,0.009968184613021958
2021-05-07,50.93,0.010262572801973846
2021-05-10,52.72,0.03454274929773815
