date,price,log_return,regime
2010-04-05,12.98,0.0,0
2010-04-06,13.33,0.0266074229146733,0
2010-04-07,13.42,0.0067289973529183,0
2010-04-08,13.45,0.0022329745043125,0
2010-04-09,13.59,0.0103551221152042,0
2010-04-12,13.6,0.0007355645789539,0
2010-04-13,13.59,-0.0007355645789539,0
2010-04-14,14.11,0.0375495377016701,0
2010-04-15,14.04,-0.0049733672670577,0
2010-04-16,14.31,0.0190481949706948,0
2010-04-19,14.47,0.0111189470750328,0
2010-04-20,14.63,0.0109966743886404,0
2010-04-21,14.57,-0.0041095948249196,0
2010-04-22,14.57,0.0,0
2010-04-23,14.85,0.0190352450415951,0
2010-04-26,15.49,0.0421947891800686,1
2010-04-27,15.15,-0.0221941224733988,1
2010-04-28,14.88,-0.0179825025504323,1
2010-04-29,15.25,0.0245614736484744,1
2010-04-30,15.84,0.037958883332859,1
2010-05-03,16.42,0.0359617176380027,1
2010-05-04,15.82,-0.0372251416847744,1
2010-05-05,15.88,0.0037854934794818,1
2010-05-06,16.07,0.0118937239304313,1
2010-05-07,15.42,-0.0412888116142378,1
2010-05-10,15.14,-0.0183251201258802,1
2010-05-11,15.57,0.028005737836604,1
2010-05-12,15.62,0.0032061585656326,1
2010-05-13,15.73,0.0070175726586465,1
2010-05-14,15.56,-0.0108661983199405,1
2010-05-17,15.01,-0.0359868731048753,1
2010-05-18,15.2,0.0125787822068601,1
2010-05-19,14.63,-0.0382212128201975,1
2010-05-20,14.61,-0.0013679892694251,1
